14213,Mézidon Vallée d'Auge,2
14301,Vire Normandie,3
14302,Bayeux,3
14401,Lisieux,4
14402,Dives-sur-Mer,4
14701,Caen,7
15101,Riom-ès-Montagnes,1
15102,Ydes,1
15103,Maurs,1
15104,Mauriac,1
15201,Saint-Flour,2
15401,Aurillac,4
16101,Mansle,1
16102,Confolens,1
16103,Chasseneuil-sur-Bonnieure,1
16104,Châteauneuf-sur-Charente,1
16105,Ruffec,1
16106,La Rochefoucauld-en-Angoumois,1
16107,Barbezieux-Saint-Hilaire,1
16108,Jarnac,1
16401,Cognac,4
16601,Angoulême,6
17101,Saint-Denis-d'Oléron,1
17102,Esnandes,1
17103,Saint-Laurent-de-la-Prée,1
17104,Matha,1
17105,Saint-Rogatien,1
17106,Villedoux,1
17107,Le Bois-Plage-en-Ré,1
17108,Rivedoux-Plage,1
17109,Saint-Trojan-les-Bains,1
17110,La Jarne,1
17111,Saint-Agnant,1
17112,Médis,1
17113,Breuillet,1
17114,Port-des-Barques,1
17115,Soubise,1
17116,Marsilly,1
17117,Dolus-d'Oléron,1
17118,La Jarrie,1
17119,Sainte-Marie-de-Ré,1
17120,Montendre,1
17121,Saint-Georges-d'Oléron,1
17122,Fouras,1
17123,Aigrefeuille-d'Aunis,1
17124,Pons,1
17125,Le Château-d'Oléron,1
17126,Ars-en-Ré,1
17127,Marans,1
17128,Sainte-Soulle,1
17129,Saint-Xandre,1
17130,La Flotte,1
17201,Jonzac,2
17202,Saint-Pierre-d'Oléron,2
17203,Surgères,2
17204,Saujon,2
17205,Saint-Jean-d'Angély,2
17206,Marennes-Hiers-Brouage,2
17301,La Tremblade,3
17401,Saintes,4
17402,Rochefort,4
17403,Royan,4
17601,La Rochelle,6
18101,Sancerre,1
18102,Léré,1
18103,Sancoins,1
18104,La Guerche-sur-l'Aubois,1
18105,Avord,1
18106,Dun-sur-Auron,1
18107,Trouy,1
18201,Aubigny-sur-Nère,2
18202,Saint-Florent-sur-Cher,2
18203,Mehun-sur-Yèvre,2
18301,Saint-Amand-Montrond,3
18401,Vierzon,4
18501,Bourges,5
19101,Donzenac,1
19102,Bort-les-Orgues,1
19103,Uzerche,1
19104,Argentat-sur-Dordogne,1
19105,Égletons,1
19106,Objat,1
19201,Allassac,2
19202,Ussel,2
19401,Tulle,4
21101,Brazey-en-Plaine,1
21102,Selongey,1
21103,Saulieu,1
21104,Arc-sur-Tille,1
21105,Seurre,1
21106,Saint-Jean-de-Losne,1
21107,Venarey-les-Laumes,1
21108,Semur-en-Auxois,1
21109,Saint-Julien,1
21110,Gevrey-Chambertin,1
21201,Genlis,2
21202,Châtillon-sur-Seine,2
21203,Montbard,2
21204,Nuits-Saint-Georges,2
21205,Is-sur-Tille,2
21206,Auxonne,2
21401,Beaune,4
21701,Dijon,7
22101,Quintin,1
22102,Broons,1
22103,Merdrignac,1
22104,Rostrenen,1
22105,Plouézec,1
22106,Saint-Cast-le-Guildo,1
22107,Plouaret,1
22108,Plouër-sur-Rance,1
22109,Trébeurden,1
22110,Plémet,1
22111,Lanvollon,1
22112,La Roche-Jaudy,1
22113,Pommeret,1
22114,Châtelaudren-Plouagat,1
22115,Erquy,1
22116,Plœuc-L'Hermitage,1
22117,Pléneuf-Val-André,1
22118,Plouha,1
22119,Bégard,1
22201,Plancoët,2
22202,Plaintel,2
22203,Tréguier,2
22204,Plédran,2
22205,Pordic,2
22206,Loudéac,2
22301,Binic-Étables-sur-Mer,3
22302,Lamballe-Armor,3
22303,Paimpol,3
22401,Guingamp,4
22402,Dinan,4
22403,Lannion,4
22501,Saint-Brieuc,5
23101,Bourganeuf,1
23102,Aubusson,1
23201,La Souterraine,2
23301,Guéret,3
24101,Excideuil,1
24102,Montcaret,1
24103,Le Bugue,1
24104,Eymet,1
24105,Montignac-Lascaux,1
24106,Le Lardin-Saint-Lazare,1
24107,Neuvic,1
24108,Razac-sur-l'Isle,1
24109,Nontron,1
24110,Thiviers,1
24111,Ribérac,1
24112,Lalinde,1
24201,Saint-Astier,2
24202,Mussidan,2
24203,Sarlat-la-Canéda,2
24501,Périgueux,5
25101,Colombier-Fontaine,1
25102,Goux-les-Usiers,1
25103,Arcey,1
25104,Le Russey,1
25105,Montferrand-le-Château,1
25106,Les Auxons,1
25107,Charquemont,1
25108,L'Isle-sur-le-Doubs,1
25109,Saône,1
25110,Ornans,1
25111,Roche-lez-Beaupré,1
25112,Maîche,1
25113,Saint-Vit,1
25114,Villers-le-Lac,1
25201,Baume-les-Dames,2
25202,Valdahon,2
25203,Pont-de-Roide-Vermondans,2
25204,Pouilley-les-Vignes,2
25301,Morteau,3
25401,Pontarlier,4
25601,Besançon,6
26101,Suze-la-Rousse,1
26102,Buis-les-Baronnies,1
26103,Allex,1
26104,Saint-Jean-en-Royans,1
26105,Anneyron,1
26106,Dieulefit,1
26107,Montélier,1
26108,Saint-Donat-sur-l'Herbasse,1
26109,Die,1
26110,Châteauneuf-du-Rhône,1
26201,Donzère,2
26202,Nyons,2
26203,Chabeuil,2
26204,Beaumont-lès-Valence,2
26301,Saint-Paul-Trois-Châteaux,3
26302,Pierrelatte,3
26303,Crest,3
26304,Livron-sur-Drôme,3
26501,Romans-sur-Isère,5
27101,La Couture-Boussey,1
27102,La Bonneville-sur-Iton,1
27103,Rugles,1
27104,Routot,1
27105,La Saussaye,1
27106,La Haye-Malherbe,1
27107,Le Thuit de l'Oison,1
27108,Gasny,1
27109,Étrépagny,1
27110,Pîtres,1
27111,Bourg-Achard,1
27112,Saint-André-de-l'Eure,1
27113,Breteuil,1
27114,Fleury-sur-Andelle,1
27115,Le Neubourg,1
27116,Romilly-sur-Andelle,1
27117,Brionne,1
27201,Pont-de-l'Arche,2
27202,Beaumont-le-Roger,2
27203,Mesnils-sur-Iton,2
27204,Conches-en-Ouche,2
27205,Pacy-sur-Eure,2
27206,Verneuil d'Avre et d'Iton,2
27207,Les Andelys,2
27301,Bernay,3
27302,Pont-Audemer,3
27303,Gaillon,3
27401,Vernon,4
27402,Louviers,4
27501,Évreux,5
28101,Abondant,1
28102,Toury,1
28103,Châteauneuf-en-Thymerais,1
28104,Saint-Georges-sur-Eure,1
28105,Courville-sur-Eure,1
28106,Senonches,1
28107,Illiers-Combray,1
28108,La Loupe,1
28109,Les Villages Vovéens,1
28110,Jouy,1
28201,Brou,2
28202,Bonneval,2
28203,Cloyes-les-Trois-Rivières,2
28204,Gallardon,2
28205,Auneau-Bleury-Saint-Symphorien,2
28206,Maintenon,2
28207,Nogent-le-Roi,2
28208,Nogent-le-Rotrou,2
28301,Châteaudun,3
28401,Dreux,4
28501,Chartres,5
29101,Saint-Pabu,1
29102,Lampaul-Plouarzel,1
29103,Kerlouan,1
29104,Hôpital-Camfrout,1
29105,Plonéis,1
29106,Camaret-sur-Mer,1
29107,Névez,1
29108,Le Conquet,1
29109,Pont-Aven,1
29110,Plouvorn,1
29111,Plozévet,1
29112,Saint-Thégonnec Loc-Eguiner,1
29113,Pleyber-Christ,1
29114,Lanmeur,1
29115,Saint-Thonan,1
29116,Plougasnou,1
29117,Plouescat,1
29118,Saint-Évarzec,1
29119,Bourg-Blanc,1
29120,Landéda,1
29121,Pleyben,1
29122,Châteauneuf-du-Faou,1
29123,Loperhet,1
29124,Plouvien,1
29125,Cléder,1
29126,Pont-de-Buis-lès-Quimerch,1
29127,Plomelin,1
29128,Plougonvelin,1
29129,Riec-sur-Bélon,1
29130,Milizac-Guipronvel,1
29131,Carantec,1
29201,Locmaria-Plouzané,2
29202,Plouigneau,2
29203,Porspoder,2
29204,Scaër,2
29205,Châteaulin,2
29206,Bannalec,2
29207,Plonéour-Lanvern,2
29208,Ploudalmézeau,2
29209,Crozon,2
29210,Plouhinec-Audierne,2
29211,Rosporden,2
29212,Briec,2
29213,Guilers,2
29214,Saint-Renan,2
29215,Plabennec,2
29301,Moëlan-sur-Mer,3
29302,Landivisiau,3
29303,Plouguerneau-Lannilis,3
29304,Saint-Pol-de-Léon,3
29305,Lesneven,3
29306,Douarnenez,3
29307,Quimperlé,3
29308,Pont-l'Abbé,3
29309,Landerneau,3
29401,Penmarch,4
29402,Fouesnant,4
29403,Morlaix,4
29404,Concarneau,4
29501,Quimper,5
29701,Brest,7
2A101,Bonifacio,1
2A102,Grosseto-Prugna,1
2A103,Sartène,1
2A104,Albitreccia,1
2A105,Bastelicaccia,1
2A106,Propriano,1
2A301,Porto-Vecchio,3
2A501,Ajaccio,5
2B101,Prunelli-di-Fiumorbo,1
2B102,Ghisonaccia,1
2B103,L'Île-Rousse,1
2B201,Calvi,2
2B202,Corte,2
2B203,Penta-di-Casinca,2
2B401,Borgo,4
2B501,Bastia,5
30101,Saint-Victor-la-Coste,1
30102,Fons,1
30103,La Calmette,1
30104,Aubord,1
30105,Le Cailar,1
30106,Saint-Jean-du-Gard,1
30107,Connaux,1
30108,Saint-Quentin-la-Poterie,1
30109,Saint-Laurent-d'Aigouze,1
30110,Quissac,1
30111,Saint-Geniès-de-Malgoirès,1
30112,Jonquières-Saint-Vincent,1
30113,Poulx,1
30114,Saint-Hippolyte-du-Fort,1
30115,Générac,1
30116,Aramon,1
30117,Clarensac,1
30118,Bessèges,1
30119,Beauvoisin,1
30120,Garons,1
30121,Langlade,1
30201,Saint-Laurent-des-Arbres,2
30202,Roquemaure,2
30203,Aimargues,2
30204,Calvisson,2
30205,Bezouce,2
30206,Pujaut,2
30207,Bouillargues,2
30208,Le Vigan,2
30209,Bellegarde,2
30210,Rochefort-du-Gard,2
30211,Sommières,2
30212,Aigues-Mortes,2
30213,Vergèze,2
30214,La Grand-Combe,2
30301,Manduel,3
30302,Vauvert,3
30303,Uzès,3
30304,Montfrin,3
30305,Saint-Gilles,3
30306,Pont-Saint-Esprit,3
30401,Bagnols-sur-Cèze,4
30501,Alès,5
30601,Nîmes,6
31101,Le Fauga,1
31102,Lévignac,1
31103,Boussens,1
31104,Saint-Sulpice-sur-Lèze,1
31105,Montgiscard,1
31106,Caraman,1
31107,Labastidette,1
31108,Rieux,1
31109,Martres-Tolosane,1
31110,Ayguesvives,1
31111,Salies-du-Salat,1
31112,Buzet-sur-Tarn,1
31113,Bérat,1
31114,Montesquieu-Volvestre,1
31115,Lavernose-Lacasse,1
31116,Lauzerville,1
31117,Baziège,1
31118,Rieumes,1
31119,Verfeil,1
31120,Lherm,1
31121,Nailloux,1
31122,Bagnères-de-Luchon,1
31123,Bessières,1
31201,Villefranche-de-Lauragais,2
31202,Montastruc-la-Conseillère,2
31203,Merville,2
31204,Villemur-sur-Tarn,2
31205,Fronton,2
31206,Cazères,2
31207,Longages,2
31208,Carbonne,2
31209,Grenade,2
31210,Venerque,2
31211,Saint-Lys,2
31212,Revel,2
31213,Auterive,2
31301,Saint-Gaudens,3
32101,Samatan,1
32102,Gimont,1
32103,Lectoure,1
32104,Vic-Fezensac,1
32105,Eauze,1
32106,Mirande,1
32201,Fleurance,2
32202,Condom,2
32203,L'Isle-Jourdain,2
32401,Auch,4
33101,Cérons,1
33102,Preignac,1
33103,Saint-Louis-de-Montferrand,1
33104,Cussac-Fort-Médoc,1
33105,Branne,1
33106,Saint-Vivien-de-Médoc,1
33107,Sainte-Hélène,1
33108,Baron,1
33109,Soulac-sur-Mer,1
33110,Avensan,1
33111,Saint-Ciers-sur-Gironde,1
33112,Galgon,1
33113,Saucats,1
33114,Ambès,1
33115,Le Porge,1
33116,Hourtin,1
33117,Arsac,1
33118,Macau,1
33119,La Brède,1
33120,Soussans,1
33121,Saint-Laurent-Médoc,1
33122,Créon,1
33123,Marcheprime,1
33124,Ludon-Médoc,1
33125,Castelnau-de-Médoc,1
33126,Pauillac,1
33127,Lacanau,1
33201,Bazas,2
33202,Cadillac,2
33203,Bourg,2
33204,Le Barp,2
33205,Belin-Béliet,2
33206,Podensac,2
33207,Saint-Savin-Saint-Yzan-de-Soudiac,2
33208,Saint-Seurin-sur-l'Isle,2
33209,La Lande-de-Fronsac,2
33210,Arès,2
33211,La Réole,2
33212,Salles,2
33213,Lesparre-Médoc,2
33214,Lège-Cap-Ferret,2
33215,Portets,2
33216,Saint-Macaire,2
33217,Mios,2
33301,Cézac,3
33302,Blaye,3
33303,Coutras,3
33304,Langon,3
33305,Andernos-les-Bains,3
33306,Biganos,3
33401,Libourne,4
33501,La Teste-de-Buch-Arcachon,5
33701,Bordeaux,7
34101,Les Matelles,1
34102,Le Pouget,1
34103,Valergues,1
34104,Maureilhan,1
34105,Bassan,1
34106,Roujan,1
34107,Loupian,1
34108,Saint-Bauzille-de-Putois,1
34109,Saint-Pargoire,1
